signal_date,effective_trade_date,fund,signal_family,signal_name,signal_direction,signal_strength,target_level,source_snapshot,source_public_date,staleness_days,sector,industry,security_key,confidence_level,notes
2020-08-14,2020-08-17,PIF,pif_sector_proxy,sector_rotation_proxy,negative,0.43342146,0.11439297,2020-06-30,2020-08-14,45,Energy,,,medium,net_weight_change=-0.133421; flow_score=-3
2020-08-14,2020-08-17,PIF,pif_sector_proxy,sector_rotation_proxy,negative,0.40741984,0.00385763,2020-06-30,2020-08-14,45,Financials,,,medium,net_weight_change=-0.107420; flow_score=-3
2020-08-14,2020-08-17,PIF,pif_sector_proxy,sector_rotation_proxy,negative,0.10803134,0.00000000,2020-06-30,2020-08-14,45,Health Care,,,medium,net_weight_change=-0.008031; flow_score=-1
2020-08-14,2020-08-17,PIF,pif_sector_proxy,sector_rotation_proxy,negative,0.27198582,0.00907195,2020-06-30,2020-08-14,45,Industrials,,,medium,net_weight_change=-0.071986; flow_score=-2
2020-08-14,2020-08-17,PIF,pif_sector_proxy,sector_rotation_proxy,neutral,0.00000000,0.00000000,2020-06-30,2020-08-14,45,Materials,,,low,No sector-specific filing delta for this period.
2020-08-14,2020-08-17,PIF,pif_sector_proxy,sector_rotation_proxy,positive,0.47580575,0.27580575,2020-06-30,2020-08-14,45,Real Estate,,,medium,net_weight_change=0.275806; flow_score=2
2020-08-14,2020-08-17,PIF,pif_sector_proxy,sector_rotation_proxy,negative,0.31781148,0.27215654,2020-06-30,2020-08-14,45,Technology,,,medium,net_weight_change=-0.017811; flow_score=-3
2020-08-14,2020-08-17,PIF,pif_sector_proxy,sector_rotation_proxy,positive,0.28386582,0.18386582,2020-06-30,2020-08-14,45,Utilities,,,medium,net_weight_change=0.183866; flow_score=1
2020-11-17,2020-11-17,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.02717400,PIF:2020-09-30|NBIM:2019-12-31,PIF:2020-11-16|NBIM:2020-02-25,,Communication Services,,,low,Cross-fund confirmation condition not satisfied.
2020-11-17,2020-11-17,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.10676100,PIF:2020-09-30|NBIM:2019-12-31,PIF:2020-11-16|NBIM:2020-02-25,,Consumer Discretionary,,,low,Cross-fund confirmation condition not satisfied.
2020-11-17,2020-11-17,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.11501700,PIF:2020-09-30|NBIM:2019-12-31,PIF:2020-11-16|NBIM:2020-02-25,,Consumer Staples,,,low,Cross-fund confirmation condition not satisfied.
2020-11-17,2020-11-17,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.04997600,PIF:2020-09-30|NBIM:2019-12-31,PIF:2020-11-16|NBIM:2020-02-25,,Energy,,,low,Cross-fund confirmation condition not satisfied.
2020-11-17,2020-11-17,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.23599200,PIF:2020-09-30|NBIM:2019-12-31,PIF:2020-11-16|NBIM:2020-02-25,,Financials,,,low,Cross-fund confirmation condition not satisfied.
2020-11-17,2020-11-17,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.11305400,PIF:2020-09-30|NBIM:2019-12-31,PIF:2020-11-16|NBIM:2020-02-25,,Health Care,,,low,Cross-fund confirmation condition not satisfied.
2020-11-17,2020-11-17,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.13379200,PIF:2020-09-30|NBIM:2019-12-31,PIF:2020-11-16|NBIM:2020-02-25,,Industrials,,,low,Cross-fund confirmation condition not satisfied.
2020-11-17,2020-11-17,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.04440100,PIF:2020-09-30|NBIM:2019-12-31,PIF:2020-11-16|NBIM:2020-02-25,,Materials,,,low,Cross-fund confirmation condition not satisfied.
2020-11-17,2020-11-17,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.00000000,PIF:2020-09-30|NBIM:2019-12-31,PIF:2020-11-16|NBIM:2020-02-25,,Real Estate,,,low,Cross-fund confirmation condition not satisfied.
2020-11-17,2020-11-17,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.14541100,PIF:2020-09-30|NBIM:2019-12-31,PIF:2020-11-16|NBIM:2020-02-25,,Technology,,,low,Cross-fund confirmation condition not satisfied.
2020-11-17,2020-11-17,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.02842100,PIF:2020-09-30|NBIM:2019-12-31,PIF:2020-11-16|NBIM:2020-02-25,,Utilities,,,low,Cross-fund confirmation condition not satisfied.
2020-11-16,2020-11-17,PIF,pif_exposure,visible_sleeve_regime,contracting,0.60000000,7,2020-09-30,2020-11-16,47,,,,medium,holding_count=7; flow_score=-6; count_change_pct=-0.461538
2020-11-16,2020-11-17,PIF,pif_sector_proxy,sector_rotation_proxy,positive,0.04101953,0.09603957,2020-09-30,2020-11-16,47,Communication Services,,,medium,net_weight_change=0.041020; flow_score=0
2020-11-16,2020-11-17,PIF,pif_sector_proxy,sector_rotation_proxy,positive,0.12363035,0.10945965,2020-09-30,2020-11-16,47,Consumer Discretionary,,,medium,net_weight_change=0.023630; flow_score=-1
2020-11-16,2020-11-17,PIF,pif_sector_proxy,sector_rotation_proxy,neutral,0.00000000,0.00000000,2020-09-30,2020-11-16,47,Consumer Staples,,,low,No sector-specific filing delta for this period.
2020-11-16,2020-11-17,PIF,pif_sector_proxy,sector_rotation_proxy,negative,0.12595458,0.08843839,2020-09-30,2020-11-16,47,Energy,,,medium,net_weight_change=-0.025955; flow_score=-1
2020-11-16,2020-11-17,PIF,pif_sector_proxy,sector_rotation_proxy,negative,0.10385763,0.00000000,2020-09-30,2020-11-16,47,Financials,,,medium,net_weight_change=-0.003858; flow_score=-1
2020-11-16,2020-11-17,PIF,pif_sector_proxy,sector_rotation_proxy,neutral,0.00000000,0.00000000,2020-09-30,2020-11-16,47,Health Care,,,low,No sector-specific filing delta for this period.
2020-11-16,2020-11-17,PIF,pif_sector_proxy,sector_rotation_proxy,negative,0.10907195,0.00000000,2020-09-30,2020-11-16,47,Industrials,,,medium,net_weight_change=-0.009072; flow_score=-1
2020-11-16,2020-11-17,PIF,pif_sector_proxy,sector_rotation_proxy,positive,0.12192802,0.02192802,2020-09-30,2020-11-16,47,Materials,,,medium,net_weight_change=0.021928; flow_score=1
2020-11-16,2020-11-17,PIF,pif_sector_proxy,sector_rotation_proxy,negative,0.47580575,0.00000000,2020-09-30,2020-11-16,47,Real Estate,,,medium,net_weight_change=-0.275806; flow_score=-2
2020-11-16,2020-11-17,PIF,pif_sector_proxy,sector_rotation_proxy,positive,0.23411461,0.40627115,2020-09-30,2020-11-16,47,Technology,,,medium,net_weight_change=0.134115; flow_score=-1
2020-11-16,2020-11-17,PIF,pif_sector_proxy,sector_rotation_proxy,positive,0.09399740,0.27786322,2020-09-30,2020-11-16,47,Utilities,,,medium,net_weight_change=0.093997; flow_score=0
2021-02-26,2021-02-26,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.02413500,PIF:2020-09-30|NBIM:2020-12-31,PIF:2020-11-16|NBIM:2021-02-25,,Communication Services,,,low,Cross-fund confirmation condition not satisfied.
2021-02-26,2021-02-26,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.11421400,PIF:2020-09-30|NBIM:2020-12-31,PIF:2020-11-16|NBIM:2021-02-25,,Consumer Discretionary,,,low,Cross-fund confirmation condition not satisfied.
2021-02-26,2021-02-26,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.11966400,PIF:2020-09-30|NBIM:2020-12-31,PIF:2020-11-16|NBIM:2021-02-25,,Consumer Staples,,,low,Cross-fund confirmation condition not satisfied.
2021-02-26,2021-02-26,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.02968000,PIF:2020-09-30|NBIM:2020-12-31,PIF:2020-11-16|NBIM:2021-02-25,,Energy,,,low,Cross-fund confirmation condition not satisfied.
2021-02-26,2021-02-26,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.20283300,PIF:2020-09-30|NBIM:2020-12-31,PIF:2020-11-16|NBIM:2021-02-25,,Financials,,,low,Cross-fund confirmation condition not satisfied.
2021-02-26,2021-02-26,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.11636300,PIF:2020-09-30|NBIM:2020-12-31,PIF:2020-11-16|NBIM:2021-02-25,,Health Care,,,low,Cross-fund confirmation condition not satisfied.
2021-02-26,2021-02-26,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.13757000,PIF:2020-09-30|NBIM:2020-12-31,PIF:2020-11-16|NBIM:2021-02-25,,Industrials,,,low,Cross-fund confirmation condition not satisfied.
2021-02-26,2021-02-26,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.04434100,PIF:2020-09-30|NBIM:2020-12-31,PIF:2020-11-16|NBIM:2021-02-25,,Materials,,,low,Cross-fund confirmation condition not satisfied.
2021-02-26,2021-02-26,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.00000000,PIF:2020-09-30|NBIM:2020-12-31,PIF:2020-11-16|NBIM:2021-02-25,,Real Estate,,,low,Cross-fund confirmation condition not satisfied.
2021-02-26,2021-02-26,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.18482400,PIF:2020-09-30|NBIM:2020-12-31,PIF:2020-11-16|NBIM:2021-02-25,,Technology,,,low,Cross-fund confirmation condition not satisfied.
2021-02-26,2021-02-26,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.02637700,PIF:2020-09-30|NBIM:2020-12-31,PIF:2020-11-16|NBIM:2021-02-25,,Utilities,,,low,Cross-fund confirmation condition not satisfied.
2021-02-25,2021-02-26,NBIM,nbim_industry_concentration,top_sector_concentration,not_top3,0.02413500,0.02413500,2020-12-31,2021-02-25,56,Communication Services,,,low,Sector not in current NBIM top-3 weights.
2021-02-25,2021-02-26,NBIM,nbim_industry_concentration,top_sector_concentration,not_top3,0.11421400,0.11421400,2020-12-31,2021-02-25,56,Consumer Discretionary,,,low,Sector not in current NBIM top-3 weights.
2021-02-25,2021-02-26,NBIM,nbim_industry_concentration,top_sector_concentration,not_top3,0.11966400,0.11966400,2020-12-31,2021-02-25,56,Consumer Staples,,,low,Sector not in current NBIM top-3 weights.
2021-02-25,2021-02-26,NBIM,nbim_industry_concentration,top_sector_concentration,not_top3,0.02968000,0.02968000,2020-12-31,2021-02-25,56,Energy,,,low,Sector not in current NBIM top-3 weights.
2021-02-25,2021-02-26,NBIM,nbim_industry_concentration,top_sector_concentration,top3,0.20283300,0.20283300,2020-12-31,2021-02-25,56,Financials,,,high,Sector ranked in current top-3 NBIM weights.
2021-02-25,2021-02-26,NBIM,nbim_industry_concentration,top_sector_concentration,not_top3,0.11636300,0.11636300,2020-12-31,2021-02-25,56,Health Care,,,low,Sector not in current NBIM top-3 weights.
2021-02-25,2021-02-26,NBIM,nbim_industry_concentration,top_sector_concentration,top3,0.13757000,0.13757000,2020-12-31,2021-02-25,56,Industrials,,,high,Sector ranked in current top-3 NBIM weights.
2021-02-25,2021-02-26,NBIM,nbim_industry_concentration,top_sector_concentration,not_top3,0.04434100,0.04434100,2020-12-31,2021-02-25,56,Materials,,,low,Sector not in current NBIM top-3 weights.
2021-02-25,2021-02-26,NBIM,nbim_industry_concentration,top_sector_concentration,not_top3,0.00000000,0.00000000,2020-12-31,2021-02-25,56,Real Estate,,,low,Sector not in current NBIM top-3 weights.
2021-02-25,2021-02-26,NBIM,nbim_industry_concentration,top_sector_concentration,top3,0.18482400,0.18482400,2020-12-31,2021-02-25,56,Technology,,,high,Sector ranked in current top-3 NBIM weights.
2021-02-25,2021-02-26,NBIM,nbim_industry_concentration,top_sector_concentration,not_top3,0.02637700,0.02637700,2020-12-31,2021-02-25,56,Utilities,,,low,Sector not in current NBIM top-3 weights.
2021-02-25,2021-02-26,NBIM,nbim_industry_weight_change,sector_weight_change,neutral,0.00303900,0.02413500,2020-12-31,2021-02-25,56,Communication Services,,,medium,weight_change=-0.003039; accumulations=48; reductions=62
2021-02-25,2021-02-26,NBIM,nbim_industry_weight_change,sector_weight_change,overweight,0.00745300,0.11421400,2020-12-31,2021-02-25,56,Consumer Discretionary,,,high,weight_change=0.007453; accumulations=352; reductions=557
2021-02-25,2021-02-26,NBIM,nbim_industry_weight_change,sector_weight_change,neutral,0.00464700,0.11966400,2020-12-31,2021-02-25,56,Consumer Staples,,,medium,weight_change=0.004647; accumulations=368; reductions=509
2021-02-25,2021-02-26,NBIM,nbim_industry_weight_change,sector_weight_change,underweight,0.02029600,0.02968000,2020-12-31,2021-02-25,56,Energy,,,high,weight_change=-0.020296; accumulations=63; reductions=115
2021-02-25,2021-02-26,NBIM,nbim_industry_weight_change,sector_weight_change,underweight,0.03315900,0.20283300,2020-12-31,2021-02-25,56,Financials,,,high,weight_change=-0.033159; accumulations=720; reductions=781
2021-02-25,2021-02-26,NBIM,nbim_industry_weight_change,sector_weight_change,neutral,0.00330900,0.11636300,2020-12-31,2021-02-25,56,Health Care,,,medium,weight_change=0.003309; accumulations=268; reductions=344
2021-02-25,2021-02-26,NBIM,nbim_industry_weight_change,sector_weight_change,neutral,0.00377800,0.13757000,2020-12-31,2021-02-25,56,Industrials,,,medium,weight_change=0.003778; accumulations=611; reductions=864
2021-02-25,2021-02-26,NBIM,nbim_industry_weight_change,sector_weight_change,neutral,0.00006000,0.04434100,2020-12-31,2021-02-25,56,Materials,,,medium,weight_change=-0.000060; accumulations=183; reductions=305
2021-02-25,2021-02-26,NBIM,nbim_industry_weight_change,sector_weight_change,neutral,0.00000000,0.00000000,2020-12-31,2021-02-25,56,Real Estate,,,medium,No prior-period NBIM weight-change row for this sector.
2021-02-25,2021-02-26,NBIM,nbim_industry_weight_change,sector_weight_change,overweight,0.03941300,0.18482400,2020-12-31,2021-02-25,56,Technology,,,high,weight_change=0.039413; accumulations=274; reductions=389
2021-02-25,2021-02-26,NBIM,nbim_industry_weight_change,sector_weight_change,neutral,0.00204400,0.02637700,2020-12-31,2021-02-25,56,Utilities,,,medium,weight_change=-0.002044; accumulations=85; reductions=104
2021-05-18,2021-05-18,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.02413500,PIF:2021-03-31|NBIM:2020-12-31,PIF:2021-05-17|NBIM:2021-02-25,,Communication Services,,,low,Cross-fund confirmation condition not satisfied.
2021-05-18,2021-05-18,CROSS_FUND,cross_fund_consensus,sector_confirmation,yes,0.41812845,0.11421400,PIF:2021-03-31|NBIM:2020-12-31,PIF:2021-05-17|NBIM:2021-02-25,,Consumer Discretionary,,,high,PIF positive sector proxy and NBIM overweight/top-3 while PIF is not contracting.
2021-05-18,2021-05-18,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.11966400,PIF:2021-03-31|NBIM:2020-12-31,PIF:2021-05-17|NBIM:2021-02-25,,Consumer Staples,,,low,Cross-fund confirmation condition not satisfied.
2021-05-18,2021-05-18,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.02968000,PIF:2021-03-31|NBIM:2020-12-31,PIF:2021-05-17|NBIM:2021-02-25,,Energy,,,low,Cross-fund confirmation condition not satisfied.
2021-05-18,2021-05-18,CROSS_FUND,cross_fund_consensus,sector_confirmation,yes,0.34089097,0.20283300,PIF:2021-03-31|NBIM:2020-12-31,PIF:2021-05-17|NBIM:2021-02-25,,Financials,,,high,PIF positive sector proxy and NBIM overweight/top-3 while PIF is not contracting.
2021-05-18,2021-05-18,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.11636300,PIF:2021-03-31|NBIM:2020-12-31,PIF:2021-05-17|NBIM:2021-02-25,,Health Care,,,low,Cross-fund confirmation condition not satisfied.
2021-05-18,2021-05-18,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.13757000,PIF:2021-03-31|NBIM:2020-12-31,PIF:2021-05-17|NBIM:2021-02-25,,Industrials,,,low,Cross-fund confirmation condition not satisfied.
2021-05-18,2021-05-18,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.04434100,PIF:2021-03-31|NBIM:2020-12-31,PIF:2021-05-17|NBIM:2021-02-25,,Materials,,,low,Cross-fund confirmation condition not satisfied.
2021-05-18,2021-05-18,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.00000000,PIF:2021-03-31|NBIM:2020-12-31,PIF:2021-05-17|NBIM:2021-02-25,,Real Estate,,,low,Cross-fund confirmation condition not satisfied.
2021-05-18,2021-05-18,CROSS_FUND,cross_fund_consensus,sector_confirmation,yes,0.69935726,0.18482400,PIF:2021-03-31|NBIM:2020-12-31,PIF:2021-05-17|NBIM:2021-02-25,,Technology,,,high,PIF positive sector proxy and NBIM overweight/top-3 while PIF is not contracting.
2021-05-18,2021-05-18,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.02637700,PIF:2021-03-31|NBIM:2020-12-31,PIF:2021-05-17|NBIM:2021-02-25,,Utilities,,,low,Cross-fund confirmation condition not satisfied.
2021-05-17,2021-05-18,PIF,pif_exposure,visible_sleeve_regime,expanding,1.20000000,12,2021-03-31,2021-05-17,47,,,,medium,holding_count=12; flow_score=12; count_change_pct=0.714286
2021-05-17,2021-05-18,PIF,pif_sector_proxy,sector_rotation_proxy,positive,0.85920020,0.45920020,2021-03-31,2021-05-17,47,Communication Services,,,medium,net_weight_change=0.459200; flow_score=4
2021-05-17,2021-05-18,PIF,pif_sector_proxy,sector_rotation_proxy,positive,0.29646145,0.09646145,2021-03-31,2021-05-17,47,Consumer Discretionary,,,medium,net_weight_change=0.096461; flow_score=2
2021-05-17,2021-05-18,PIF,pif_sector_proxy,sector_rotation_proxy,neutral,0.00000000,0.00000000,2021-03-31,2021-05-17,47,Consumer Staples,,,low,No sector-specific filing delta for this period.
2021-05-17,2021-05-18,PIF,pif_sector_proxy,sector_rotation_proxy,neutral,0.00000000,0.00000000,2021-03-31,2021-05-17,47,Energy,,,low,No sector-specific filing delta for this period.
2021-05-17,2021-05-18,PIF,pif_sector_proxy,sector_rotation_proxy,positive,0.10489897,0.00489897,2021-03-31,2021-05-17,47,Financials,,,medium,net_weight_change=0.004899; flow_score=1
2021-05-17,2021-05-18,PIF,pif_sector_proxy,sector_rotation_proxy,positive,0.11841364,0.01841364,2021-03-31,2021-05-17,47,Health Care,,,medium,net_weight_change=0.018414; flow_score=1
2021-05-17,2021-05-18,PIF,pif_sector_proxy,sector_rotation_proxy,neutral,0.00000000,0.00000000,2021-03-31,2021-05-17,47,Industrials,,,low,No sector-specific filing delta for this period.
2021-05-17,2021-05-18,PIF,pif_sector_proxy,sector_rotation_proxy,positive,0.10915160,0.00915160,2021-03-31,2021-05-17,47,Materials,,,medium,net_weight_change=0.009152; flow_score=1
2021-05-17,2021-05-18,PIF,pif_sector_proxy,sector_rotation_proxy,neutral,0.00000000,0.00000000,2021-03-31,2021-05-17,47,Real Estate,,,low,No sector-specific filing delta for this period.
2021-05-17,2021-05-18,PIF,pif_sector_proxy,sector_rotation_proxy,positive,0.47512026,0.27512026,2021-03-31,2021-05-17,47,Technology,,,medium,net_weight_change=0.275120; flow_score=2
2021-05-17,2021-05-18,PIF,pif_sector_proxy,sector_rotation_proxy,positive,0.23675389,0.13675389,2021-03-31,2021-05-17,47,Utilities,,,medium,net_weight_change=0.136754; flow_score=1
2021-08-17,2021-08-17,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.02413500,PIF:2021-06-30|NBIM:2020-12-31,PIF:2021-08-16|NBIM:2021-02-25,,Communication Services,,,low,Cross-fund confirmation condition not satisfied.
2021-08-17,2021-08-17,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.11421400,PIF:2021-06-30|NBIM:2020-12-31,PIF:2021-08-16|NBIM:2021-02-25,,Consumer Discretionary,,,low,Cross-fund confirmation condition not satisfied.
2021-08-17,2021-08-17,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.11966400,PIF:2021-06-30|NBIM:2020-12-31,PIF:2021-08-16|NBIM:2021-02-25,,Consumer Staples,,,low,Cross-fund confirmation condition not satisfied.
2021-08-17,2021-08-17,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.02968000,PIF:2021-06-30|NBIM:2020-12-31,PIF:2021-08-16|NBIM:2021-02-25,,Energy,,,low,Cross-fund confirmation condition not satisfied.
2021-08-17,2021-08-17,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.20283300,PIF:2021-06-30|NBIM:2020-12-31,PIF:2021-08-16|NBIM:2021-02-25,,Financials,,,low,Cross-fund confirmation condition not satisfied.
2021-08-17,2021-08-17,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.11636300,PIF:2021-06-30|NBIM:2020-12-31,PIF:2021-08-16|NBIM:2021-02-25,,Health Care,,,low,Cross-fund confirmation condition not satisfied.
2021-08-17,2021-08-17,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.13757000,PIF:2021-06-30|NBIM:2020-12-31,PIF:2021-08-16|NBIM:2021-02-25,,Industrials,,,low,Cross-fund confirmation condition not satisfied.
2021-08-17,2021-08-17,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.04434100,PIF:2021-06-30|NBIM:2020-12-31,PIF:2021-08-16|NBIM:2021-02-25,,Materials,,,low,Cross-fund confirmation condition not satisfied.
2021-08-17,2021-08-17,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.00000000,PIF:2021-06-30|NBIM:2020-12-31,PIF:2021-08-16|NBIM:2021-02-25,,Real Estate,,,low,Cross-fund confirmation condition not satisfied.
2021-08-17,2021-08-17,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.18482400,PIF:2021-06-30|NBIM:2020-12-31,PIF:2021-08-16|NBIM:2021-02-25,,Technology,,,low,Cross-fund confirmation condition not satisfied.
2021-08-17,2021-08-17,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.02637700,PIF:2021-06-30|NBIM:2020-12-31,PIF:2021-08-16|NBIM:2021-02-25,,Utilities,,,low,Cross-fund confirmation condition not satisfied.
2021-08-16,2021-08-17,PIF,pif_exposure,visible_sleeve_regime,stable,0.10000000,12,2021-06-30,2021-08-16,47,,,,medium,holding_count=12; flow_score=1; count_change_pct=0.000000
2021-08-16,2021-08-17,PIF,pif_sector_proxy,sector_rotation_proxy,positive,0.12750101,0.48670121,2021-06-30,2021-08-16,47,Communication Services,,,medium,net_weight_change=0.027501; flow_score=1
2021-08-16,2021-08-17,PIF,pif_sector_proxy,sector_rotation_proxy,neutral,0.00489563,0.09156582,2021-06-30,2021-08-16,47,Consumer Discretionary,,,low,net_weight_change=-0.004896; flow_score=0
2021-08-16,2021-08-17,PIF,pif_sector_proxy,sector_rotation_proxy,neutral,0.00000000,0.00000000,2021-06-30,2021-08-16,47,Consumer Staples,,,low,No sector-specific filing delta for this period.
2021-08-16,2021-08-17,PIF,pif_sector_proxy,sector_rotation_proxy,neutral,0.00000000,0.00000000,2021-06-30,2021-08-16,47,Energy,,,low,No sector-specific filing delta for this period.
2021-08-16,2021-08-17,PIF,pif_sector_proxy,sector_rotation_proxy,neutral,0.00027798,0.00462099,2021-06-30,2021-08-16,47,Financials,,,low,net_weight_change=-0.000278; flow_score=0
2021-08-16,2021-08-17,PIF,pif_sector_proxy,sector_rotation_proxy,neutral,0.01219846,0.03061210,2021-06-30,2021-08-16,47,Health Care,,,low,net_weight_change=0.012198; flow_score=0
2021-08-16,2021-08-17,PIF,pif_sector_proxy,sector_rotation_proxy,neutral,0.00000000,0.00000000,2021-06-30,2021-08-16,47,Industrials,,,low,No sector-specific filing delta for this period.
2021-08-16,2021-08-17,PIF,pif_sector_proxy,sector_rotation_proxy,neutral,0.00104131,0.00811029,2021-06-30,2021-08-16,47,Materials,,,low,net_weight_change=-0.001041; flow_score=0
2021-08-16,2021-08-17,PIF,pif_sector_proxy,sector_rotation_proxy,neutral,0.00000000,0.00000000,2021-06-30,2021-08-16,47,Real Estate,,,low,No sector-specific filing delta for this period.
2021-08-16,2021-08-17,PIF,pif_sector_proxy,sector_rotation_proxy,negative,0.02759517,0.24752509,2021-06-30,2021-08-16,47,Technology,,,medium,net_weight_change=-0.027595; flow_score=0
2021-08-16,2021-08-17,PIF,pif_sector_proxy,sector_rotation_proxy,neutral,0.00588939,0.13086450,2021-06-30,2021-08-16,47,Utilities,,,low,net_weight_change=-0.005889; flow_score=0
2022-03-04,2022-03-04,CROSS_FUND,cross_fund_consensus,sector_confirmation,yes,0.16672401,0.03167900,PIF:2021-06-30|NBIM:2021-12-31,PIF:2021-08-16|NBIM:2022-03-03,,Communication Services,,,high,PIF positive sector proxy and NBIM overweight/top-3 while PIF is not contracting.
2022-03-04,2022-03-04,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.14524700,PIF:2021-06-30|NBIM:2021-12-31,PIF:2021-08-16|NBIM:2022-03-03,,Consumer Discretionary,,,low,Cross-fund confirmation condition not satisfied.
2022-03-04,2022-03-04,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.05978000,PIF:2021-06-30|NBIM:2021-12-31,PIF:2021-08-16|NBIM:2022-03-03,,Consumer Staples,,,low,Cross-fund confirmation condition not satisfied.
2022-03-04,2022-03-04,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.03726400,PIF:2021-06-30|NBIM:2021-12-31,PIF:2021-08-16|NBIM:2022-03-03,,Energy,,,low,Cross-fund confirmation condition not satisfied.
2022-03-04,2022-03-04,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.14335200,PIF:2021-06-30|NBIM:2021-12-31,PIF:2021-08-16|NBIM:2022-03-03,,Financials,,,low,Cross-fund confirmation condition not satisfied.
2022-03-04,2022-03-04,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.11385000,PIF:2021-06-30|NBIM:2021-12-31,PIF:2021-08-16|NBIM:2022-03-03,,Health Care,,,low,Cross-fund confirmation condition not satisfied.
2022-03-04,2022-03-04,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.13373800,PIF:2021-06-30|NBIM:2021-12-31,PIF:2021-08-16|NBIM:2022-03-03,,Industrials,,,low,Cross-fund confirmation condition not satisfied.
2022-03-04,2022-03-04,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.04384600,PIF:2021-06-30|NBIM:2021-12-31,PIF:2021-08-16|NBIM:2022-03-03,,Materials,,,low,Cross-fund confirmation condition not satisfied.
2022-03-04,2022-03-04,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.06278000,PIF:2021-06-30|NBIM:2021-12-31,PIF:2021-08-16|NBIM:2022-03-03,,Real Estate,,,low,Cross-fund confirmation condition not satisfied.
2022-03-04,2022-03-04,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.20482900,PIF:2021-06-30|NBIM:2021-12-31,PIF:2021-08-16|NBIM:2022-03-03,,Technology,,,low,Cross-fund confirmation condition not satisfied.
2022-03-04,2022-03-04,CROSS_FUND,cross_fund_consensus,sector_confirmation,no,0.00000000,0.02363600,PIF:2021-06-30|NBIM:2021-12-31,PIF:2021-08-16|NBIM:2022-03-03,,Utilities,,,low,Cross-fund confirmation condition not satisfied.
